Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
B	Priori Legal	2012	New York, New York, United States	x	Marketplace	Individuals	Legal Service Using Tech	Priori Legal is a platform that matches corporate legal departments and high growth companies with exceptional lawyers at discounted rates.	https://www.priorilegal.com/	https://twitter.com/priorilegal?lang=en	https://angel.co/company/priori-legal	https://www.crunchbase.com/organization/priori-legal	http://www.linkedin.com/company/3092843	http://www.facebook.com/PrioriLegal	Information Services, Legal, Legal Tech	active
good	Privatim	2015	Denver	x	Document Automation	n/a	n/a	Secure. Client. Communication.	http://privatim.io/	https://twitter.com/privatim_saas	https://angel.co/privatim/	n/a	n/a	https://www.facebook.com/nostalgiaprivatim.de	n/a	active
good	Privva	2016	Baltimore	x	Analytics	n/a	n/a	Vendor Risk Management Platform	https://www.privva.com/	https://twitter.com/privvainc?lang=en	https://angel.co/privva	https://www.crunchbase.com/organization/privva-inc	https://www.linkedin.com/company/privva-inc./	https://www.facebook.com/pages/category/Computer-Company/Privva-Inc-715581601948990/	n/a	active
O- add	Promise			x												
good	Prospero	2019	San Francisco, CA	x	Document Automation	n/a	n/a	Prospero is a legal document generator integrating e-signing and audit control for companies and individuals.	https://www.prosperolegal.com	https://twitter.com/prosperosgoods?lang=en	https://angel.co/company/prospero-ai	https://www.crunchbase.com/organization/prospero	https://www.linkedin.com/company/prospero	https://www.facebook.com/prosperorocks/	legal, sotware, contract	active
dead	PSS Systems	2014	Mountain View, CA, USA	x	E-Discovery	n/a	n/a	PSS Systems provides enterprise discovery management software solutions for legal holds and collections markets.	http://www-01.ibm.com/software/info/pss/	https://twitter.com/pss_systems?lang=en	https://angel.co/company/pss-systems	https://www.crunchbase.com/organization/pss-systems	https://www.linkedin.com/company/pss-systems	https://www.facebook.com/pages/category/Computer-Repair-Service/PSS-Systems-336704298322/	n/a	acquired
good	Puritas Springs Software	n/a	Hinckley, Ohio, United States	x	Marketplace	n/a	n/a	Puritas Springs Software is a software company that specializes in the development of reasonably-priced legal and tax software .	https://www.vancelarson.com	n/a	n/a	https://www.crunchbase.com/organization/puritas-springs-software	n/a	https://www.facebook.com/puritasspringssoftware/	Consumer Software, Legal Tech, Software	active
good	QDiscovery	2011	New London, Connecticut, United States	x	Marketplace	n/a	n/a	QDiscovery is a provider of electronic discovery and forensic technology services across the entire EDRM spectrum.	https://qdiscovery.com/	https://twitter.com/qdiscovery?lang=en	n/a	https://www.crunchbase.com/organization/qdiscovery	https://www.linkedin.com/company/quantum-discovery-llc	https://www.facebook.com/qdiscovery	Consulting, Document Management, Ediscovery, Information Technology, Legal, Legal Tech, Service Industry, Software	inactive
B	Qualia	2015	San Francisco, California, United States	x	Document Automation	n/a	n/a	Qualia is a cloud-based digital real estate closing platform.	https://www.qualia.com/	https://twitter.com/qualiasoftware	https://angel.co/company/qualialabs	https://www.crunchbase.com/organization/qualia-labs-inc	https://www.linkedin.com/company/qualiasoftware/	https://www.facebook.com/qualiasoftware/	Enterprise Software, Finance, Legal Tech, Real Estate, Software	active
O- add	Qualmet			x												
B	Quarule	2014	Charlotte, North Carolina, United States	x	E-Discovery	n/a	n/a	Quarule is a smart AI Assistant that automates compliance program management, certification, and controls.	https://www.quarule.com/	https://twitter.com/quaruleinc?lang=en	https://angel.co/company/quarule	https://www.crunchbase.com/organization/quarule	https://www.linkedin.com/company/quarule-inc-/	n/a	Artificial Intelligence, Legal, Legal Tech, Risk Management, Software	active
dead	Quicklegal	2014	Sacramento	x	Marketplace	n/a	n/a	Quicklegal is a new app that allows users to instantly video chat, audio call or private message an attorney anywhere in the nation.	http://quicklegal.com	n/a	https://angel.co/company/quicklegal	https://www.crunchbase.com/organization/quicklegal	https://co.linkedin.com/company/quick-legal	n/a	n/a	inactive
good	Quiktract	n/a	Cincinnati, Ohio, United States	x	Marketplace	n/a	n/a	P2P Legal Agreements, Payments & General Freelancer Tools	https://quiktract.com/	https://twitter.com/quiktractapp?lang=en	n/a	https://www.crunchbase.com/organization/quiktract	https://www.linkedin.com/company/quiktractapp	https://www.facebook.com/quiktractapp/	Consumer Software, Freelance, Legal, Legal Tech, Mobile Apps, Mobile Payments	active
B	Quimbee	2007	New York, NY, USA	x	Legal Education	Individuals	Legal Service Using Tech	A better way to learn the law.	https://www.quimbee.com/	https://twitter.com/quimbeedotcom	https://angel.co/quimbee	https://www.crunchbase.com/organization/quimbee	https://www.linkedin.com/company/quimbee	https://www.facebook.com/quimbeedotcom	legal education	active
good	Qwill	n/a	San Francisco, California, United States	x	Practice Management	n/a	n/a	Estate planning for the cloud generation	https://www.qwill.io/	https://twitter.com/qwillapp?lang=en	n/a	https://www.crunchbase.com/organization/qwill	https://www.linkedin.com/company/qwill/	https://www.facebook.com/qwillapp/	Legal Tech	active
acquired	Radvocate	2018	Oakland, CA	x	Marketplace	n/a	n/a	Consumer dispute resolution is broken. When individual customers have complaints against subscription services, we can depend on companies' internal dispute processes, or else the only available option is typically a little-know and difficult-to-navigate individual arbitration.  Radvocate is a dispute resolution layer for customers with real claims that aren't being taken seriously. We know the arbitration process and have an automated, data-driven fulfillment engine empowering consumers to navigate it and get results.  Our founders and investors come from big law, LegalZoom, Lyft, AngelList, and other top players in the legal and tech worlds.	http://myradvocate.com	https://twitter.com/my_radvocate?lang=en	https://angel.co/radvocate	https://www.crunchbase.com/organization/radvocate	https://www.linkedin.com/company/radvocate	https://www.facebook.com/The-Radvocate-185631778150158/	process automation, arbitration, consumer law	inactive
dead	Ratchet Technology	2013	Newark, CA, USA	x	Legal Research	n/a	n/a	Law Ratchet scours the Internet for the best legal news and intelligence, delivered to your mobile device. Stay on top of legal stories and developments with Law Ratchet.	http://lawratchet.com	n/a	n/a	https://www.crunchbase.com/organization/ratchet-technology	https://www.linkedin.com/company/ratchet-technology-llc	https://www.facebook.com/Industry9/videos/hydra-frequency-adjust-ratchet-technology/524493571588432/	n/a	inactive
good	Ravel Law	2012	San Francisco, CA, USA	x	Legal Research	Service Providers	Legal Service Using Tech	Unravel the law	http://www.ravellaw.com	https://twitter.com/ravellaw	https://angel.co/ravel-1	http://www.crunchbase.com/organization/ravel	http://www.linkedin.com/company/ravel-law	http://www.facebook.com/RavelLaw	research	active
good	Reasoning Technology	2009	Austin, Texas, United States	x	Marketplace	n/a	n/a	Reasoning Technology was founded in 2009 in Austin, Texas.	http://www.reasoningtechnology.com	https://twitter.com/reasoningtechno	https://angel.co/company/reasoning-technology	https://www.crunchbase.com/organization/reasoning-technology	https://www.linkedin.com/company/reasoning-technology/	n/a	Advice, Consulting, Information Technology, Legal, Legal Tech	active
good	Recidiviz	n/a	San Francisco, California, United States	x	Practice Management	n/a	n/a	Recidiviz develops an extensible platform designed to power data-driven interventions in criminal justice.	https://www.recidiviz.org/	https://twitter.com/recidivizorg?lang=en	https://angel.co/company/recidiviz	https://www.crunchbase.com/organization/recidiviz	https://www.linkedin.com/company/recidiviz/	https://www.facebook.com/public/Loebak-Recidiviz	Analytics, Cloud Data Services, Legal, Legal Tech	active
dead	RecordLogix	2012	Redwood City, CA, USA	x	Practice Management	n/a	n/a	RecordLogix B-Corp is a Benefit Corporation with our mission to deliver a 'Plan B' that puts people and planet alongside profit through the public benefit of utilizing Silicon Valley cloud computing solutions for the greater good.	http://recordlogix.com	n/a	n/a	https://www.crunchbase.com/organization/recordlogix	https://www.linkedin.com/company/recordlogix-inc.	https://www.facebook.com/RecordLogix	n/a	inactive
dead	Rehabilitation Services	n/a	Winter Park, Florida, United States	x	Marketplace	n/a	n/a	Rehabilitation Services is a private action orientated organization.	http://www.rehabserv.com	n/a	https://angel.co/rehabilitation	https://www.crunchbase.com/organization/rehabilitation-services	https://www.linkedin.com/company/rehabilitation-services-inc/	https://www.facebook.com/Rehabilitation-Services-Inc-166755893425631/	Health Care, Law Enforcement, Legal Tech	inactive
O- add	Relativity			x												
O- review	ReplyToSome			x												
good	Restructuring Concepts	2012	Los Gatos, CA, USA	x	Analytics	n/a	n/a	Our company has developed unique capabilities in unlocking the wealth of valuable information from the court filing system.	https://www.chapter11dockets.com/	n/a	https://angel.co/company/restructuring-concepts	https://www.crunchbase.com/organization/restructuring-concepts	https://www.linkedin.com/company/restructuring-concepts-llc	n/a	n/a	active
dead	Resume Launchpad	2012	New York, NY, USA	x	Marketplace	n/a	n/a	Resume Launchpad makes applying to law firm jobs easy. Rather than emailing hundreds of laws firms one at a time, ResumÌ© Launchpad lets you apply to them all at once.	http://www.resumelaunchpad.com/	https://twitter.com/resumelaunchpad	https://angel.co/company/resume-launchpad	https://www.crunchbase.com/organization/resume-launchpad	n/a	n/a	n/a	inactive
good	Rghtly	2014	New York, New York, United States	x	Marketplace	n/a	n/a	Rghtly is a mobile application that provides complex advice in a simplified manner by acting as a general help guide for city dwellers.	http://rghtly.com	https://twitter.com/rightlydata?lang=en	n/a	https://www.crunchbase.com/organization/rghtly	https://www.linkedin.com/company/rightly	n/a	Legal, Legal Tech	active
good	RightsFlow	2008	New York, NY, USA	x	Compliance	n/a	n/a	RightsFlow supports YouTube and Google Play by simplifying music licensing through song identification, monetization, reporting and payment efforts.	http://rightsflow.com	n/a	https://angel.co/company/rightsflow	https://www.crunchbase.com/organization/rightsflow	https://www.linkedin.com/company/rightsflow	n/a	n/a	active
good	Ringtail	1997	Washington DC (USA)	x	Analytics	n/a	n/a	Ringtail eDiscovery software delivers a unique visual approach to eDiscovery—from early case assessments and investigations to document review and trial preparation—that enable organizations to master the details of any legal matter. Ringtail visual analytics assist analysts in early case assessments, investigations and enforcement actions where they are not sure what they are looking for at the outset  With more than 50,000 users around the globe, Ringtail is the eDiscovery software the world’s law firms, corporations, and government agencies turn to for trusted performance and results.  Key features include:  - Document Mapping (patented content clustering and interactive visualisation)  - Cubes (interactive pivot tables)  - Social network mapping  - Email threading  - Financial transaction network analysis  - Phone log network analysis  - Predictive coding and continuous active learning  Ringtail’s review platform has been rated #1 by Gartner, especially in complex eDiscovery and cross-border cases	https://www.ringtail.com	twitter.com/goringtail	n/a	https://www.crunchbase.com/organization/ringtail-e-discovery-software#section-overview	https://www.linkedin.com/company/ringtail/?originalSubdomain=in	https://www.facebook.com/pages/category/Pet-Service/Ringtail-Cattery-924309494299965/	analytics, ediscovery	acquired
dead	RION Corp.	2014	Aurora, Illinois, United States	x	Practice Management	n/a	n/a	RION offers conflicts analysis software in the cloud for conflicts analysts and lawyers.	https://rioncorp.com	https://twitter.com/rioncorp?lang=en	https://angel.co/company/rion	https://www.crunchbase.com/organization/rion-corp	https://www.linkedin.com/company/rion-corp-/about/	https://www.facebook.com/1380814438865177	Legal, Legal Tech, Software	inactive
good	Risk Genius	2016	Overland Park, KS	x	Analytics	Companies	Legal Tech	RiskGenius leverages patent pending Policy Analytics technology. Each insurance policy is separated into clauses, which are then categorized based on common industry terminology. Users can then instantly locate key clauses across one or more policies, streamlining the review process.	https://riskgenius.com/	https://twitter.com/riskgenius	https://angel.co/company/riskgenius/jobs	https://www.crunchbase.com/organization/riskgenius	https://www.linkedin.com/company/riskgenius	n/a	ai, machine learning, insurance, analytics, contracts, policy	active
dead	RiverGlass, Inc.	2003	Champaign, IL, USA	x	Analytics	n/a	n/a	RiverGlass, Inc. provides information collection and analysis solutions. The Company delivers information collection, data management and analysis software solutions to a list of fortune 1000 companies, to government agencies and commands in defense, intelligence and law enforcement as well as ediscovery and risk management applications to corporations and law firms. The Company's products include riverglass solutions for ediscovery; riverglass solutions for fusion centers; and it also offers custom solutions such as intelligent web monitor for monitoring meaningful internet information; intelligent enterprise search for monitoring meaningful unstructured internal data; and intelligent data connections for identifying and visualizing connections between entities.	http://www.riverglassinc.com	https://twitter.com/_RiverGlass	n/a	https://www.crunchbase.com/organization/riverglass-inc	https://www.linkedin.com/company/riverglass-inc.	https://www.facebook.com/riverglasstheband/	n/a	acquired
B	Road to Status, LLC	2015	Chicago, IL	x	Document Automation	n/a	n/a	Road To Status provides consumers and legal service providers with high quality, affordable immigration tools that are easy to use, secure, and accessible anywhere. Together, our experienced technologists and fully accredited immigration legal team create world-class products and services that simplify and streamline the processing of complicated immigration forms for the entire legal service supply chain.	https://roadtostatus.com	@roadtostatus	n/a	https://www.crunchbase.com/organization/road-to-status	https://www.linkedin.com/company/road-to-status-llc	n/a	immigration, expert system, consumer-facing, b2c, b2b	active
B	RocketLawyer	2008	San Francisco, CA, USA	x	Document Automation	Individuals	Legal Service Using Tech	Everything you need to make it legal.	https://www.rocketlawyer.com/	https://twitter.com/rocketlawyer	https://angel.co/rocketlawyer	http://www.crunchbase.com/organization/rocketlawyer	https://www.linkedin.com/company/rocket-lawyer-inc	https://www.facebook.com/RocketLawyer/	documents, wills, estates, forms	active
B	RocketMatter	2007	Boca Raton, FL, USA	x	Practice Management	Service Providers	Legal Tech	Legal productivity software.	https://www.rocketmatter.com/	https://twitter.com/rocketmatter	https://angel.co/rocket-matter-llc	http://www.crunchbase.com/organization/rocket-matter	https://www.linkedin.com/company/rocket-matter	https://www.facebook.com/Rocket.Matter/	practice management, productivity	active
O- add	ROSS Intelligence			x												
good	Rpost	2000	Los Angeles, CA, USA	x	Practice Management	n/a	n/a	RPost has set the global standard for email proof, privacy, and electronic signatures offered as Registered Email services an all-inclusive platform for proof of email delivery, content and official time, proof of privacy compliance with end-to-end email encryption, and electronic signatures designed to speed contract sign-off in Outlook, IBM Lotus Notes, BlackBerry, iPad, iPhone, Android, GroupWise, VMware Zimbra, SAP, Salesforce.com, Box and other sender email programs.	http://rpost.com	https://twitter.com/RPost	https://angel.co/company/rpost/funding	https://www.crunchbase.com/organization/rpost	https://www.linkedin.com/company/rpost	https://www.facebook.com/RPostInc	n/a	active
good	RPX	2008	San Francisco, CA, USA	x	Legal Research	n/a	n/a	RPX Corporation provides patent risk, defensive buying, acquisition syndication, patent and litigation intelligence, insurance and advisory services. RPX Search, the company's legal research tool, provides data on district court patent litigation, PTAB petitions, and ITC investigations, as well as analytics and insight on non-practicing entities and their litigation campaigns.	https://search.rpxcorp.com/	n/a	n/a	https://www.crunchbase.com/organization/rpx-corporation	n/a	n/a	n/a	active
dead	RSVP Law	2012	Studio City	x	Marketplace	Individuals	Legal Service Using Tech	Free Help To Find and Connect With Attorneys	http://rsvplaw.com/	https://twitter.com/rsvplaw	https://angel.co/company/rsvp-law	http://www.crunchbase.com/organization/rsvp-law	http://www.linkedin.com/company/rsvp-law	http://www.facebook.com/rsvplaw	web, find-a-lawyer	acquired
good	Run the Call	2016	Chicago, IL	x	Marketplace	n/a	n/a	Run the Call is a real-time, location-based application that connects legal professionals to cover court appearances. Our mission is to streamline routine court appearances.Our network consists of pre-screened, reliable, licensed attorneys ready to cover hearings on demand or on your schedule. We offer flat-fee pricing. Our attorneys are positioned near the courthouse locally to cover your calls. Just select your courthouse, courtroom, call-time, push "Cover Me" - and we've got you covered.	https://runthecall.com	@runthecallinc	https://angel.co/run-the-call	n/a	https://www.linkedin.com/company/run-the-call/	https://www.facebook.com/runthecall/	marketplace, on-demand, appearance attorney, legal	active
O	Safe Corp			x												
dead	Sanza	2014	San Francisco, CA, USA	x	Marketplace	n/a	n/a	Find affordable consultations with proven immigration attorneys.	http://sanza.co	https://twitter.com/sanzashop	n/a	https://www.crunchbase.com/organization/sanza	https://www.linkedin.com/company/sanza-teaching-agency	https://www.facebook.com/public/Sanza-M	n/a	inactive
B	SavvySuit	2014	Orlando, FL	x	----	n/a	n/a	SavvySuit is a software development firm building access to justice technology. We specialize in elegant and minimalist software projects that promote pro bono collaboration, like our product Pro Bono Matters.	https://savvysuit.com	@SavvySuit	n/a	n/a	https://www.linkedin.com/company/savvysuit	https://www.facebook.com/savvysuit/	a2j, probono	active
O	Scroll			x												
O	Seal Software			x												
dead	SecureSend	2013	Pleasanton	x	Practice Management	n/a	n/a	Secure Send is the first choice for companies looking for an intuitive, efficient way to stay compliant by sending sensitive, confidential communications securely through the Internet. Help your company build trust - use Secure Send.	http://www.getsecuresend.com/	n/a	n/a	https://www.crunchbase.com/organization/secure-send	n/a	n/a	n/a	acquired
good	SelfLawyer	n/a	New York, New York, United States	x	Document Automation	n/a	n/a	Immigration forms preparation software	https://self-lawyer.com/	https://twitter.com/Self_Lawyer	n/a	https://www.crunchbase.com/organization/selflawyer	https://www.linkedin.com/company/34626047/	https://www.facebook.com/selflawyer	Legal Tech	active
O	Separate.Us			x												
good	SeRiouS	2014	Boston, MA	x	Legal Education	n/a	n/a	SeRiouS is a web app that allows law students and bar preppers to learn nearly 4x as much in half the time using a scientifically-proven learning algorithm and professor-created content.	http://www.shakelaw.com	@SpacedRep	n/a	n/a	n/a	n/a	bar preparation, law students	active
dead	Shake	2012	New York, NY, USA	x	Document Automation	Companies	Legal Tech	Create, Sign, and Send legally binding agreements on your phone.		https://twitter.com/shakelaw	https://angel.co/shake-1	http://www.crunchbase.com/organization/shake	http://www.linkedin.com/company/shake-inc-	http://www.facebook.com/SimplyLegal	documents, contracts, signing, mobile, app	inactive
dead	ShieldMyfiles	2016	Baltimore	x	Marketplace	n/a	n/a	Better File Security	https://www.shieldmyfiles.com/	https://twitter.com/ShieldMyfiles	https://angel.co/shieldmyfiles-1	https://www.crunchbase.com/organization/shieldmyfiles	https://www.linkedin.com/company/secourier-llc/	https://www.facebook.com/ShieldMyfiles/	n/a	inactive
B	Shoobx	2014	Boston, Massachusetts, United States	x	Document Automation	n/a	n/a	Shoobx is the only comprehensive platform to manage startup corporate legal activity - from incorporation to exit.	https://www.shoobx.com/	https://twitter.com/ShoobxInc	https://angel.co/company/shoobx	https://www.crunchbase.com/organization/shoobx	http://www.linkedin.com/company/shoobx-inc-	http://www.facebook.com/shoobx	Document Management, Document Preparation, Financial Services, Legal, Legal Tech, SaaS	active
B	Shop Immigration	2016	Santa Monica, California, United States	x	Marketplace	n/a	n/a	Shop Immigration connects immigrants with immigration attorneys, and provides professional immigration legal services.	https://www.shopimmigration.com	n/a	https://angel.co/company/shop-immigration-1	https://www.crunchbase.com/organization/shop-immigration	https://www.linkedin.com/company/shop-immigration-inc./about/	https://facebook.com/evisaimmigration/shop_nt/?ref=page_internal&mt_nav=0	Document Preparation, Legal, Legal Tech	acquired
B	Should I Sign	2015	New York, New York, United States	x	Marketplace	n/a	n/a	Should I Sign improves the way individuals and SMBs find, evaluate, communicate and transact with attorneys.	https://www.shouldisign.com/	n/a	https://angel.co/company/should-i-sign	https://www.crunchbase.com/organization/should-i-sign-inc	https://www.linkedin.com/company/should-i-sign-inc-	https://www.facebook.com/shouldisign	Business Intelligence, Document Management, Information Services, Legal, Legal Tech	inactive
B	SimpleCitizen	2015	Salt Lake City, UT	x	Document Automation	n/a	n/a	Founded in 2015, SimpleCitizen is a digital immigration and visa solution designed to streamline the pathway to citizenship. As the only truly comprehensive solution, its straightforward process takes applicants from signup to completion, while saving them time and money along the way. Every day, the team works to help people find new opportunities, start new adventures and bring their families together.	http://www.simplecitizen.org/	@simplecitizenus	n/a	https://www.crunchbase.com/organization/simplecitizen	https://www.linkedin.com/company/simplecitizen	https://www.facebook.com/simplecitizenus	b2c	active
B	SimpleLegal	2012	San Francisco, CA, USA	x	Analytics	Companies	Legal Service Using Tech	Make sense of your legal bills	http://www.simplelegal.com	https://twitter.com/@simple_legal	https://angel.co/simplelegal	http://www.crunchbase.com/organization/simplelegal	https://www.linkedin.com/company/simplelegal/	http://www.facebook.com/simplelegalapp/	billing, management	active
B	SimplyAgree	2015	Nashville, Tennessee, United States	x	Document Automation	n/a	n/a	implyAgree is a signature and closing management tool for transactional attorneys.	https://simplyagree.com/	https://twitter.com/simplyagree?lang=en	https://angel.co/company/simplyagree	https://www.crunchbase.com/organization/simplyagree	https://www.linkedin.com/company/simplyagree/	https://www.facebook.com/pages/SimplyAgree/343570112903048	Information Services, Information Technology, Legal, Legal Tech, Software	active
good	SINAI	n/a	San Francisco, California, United States	x	Marketplace	n/a	n/a	SINAI develops enterprise software for automating the regulatory burden of managing carbon taxes and climate risk.	https://www.sinaitechnologies.com	n/a	https://angel.co/company/sinai-technologies	https://www.crunchbase.com/organization/sinai	https://www.linkedin.com/company/sinai-technologies-inc	https://www.facebook.com/SINAI-Technologies-Inc-317384808833930	Enterprise Software, Legal, Legal Tech	active
B	SirionLabs	2012	Dublin, CA	x	Document Automation	n/a	n/a	Post-signature contract management platform	http://www.sirionlabs.com	https://twitter.com/sirionlabs?lang=en	https://angel.co/company/sirionlabs	https://www.crunchbase.com/organization/sirionlabs	http://www.linkedin.com/company/sirionlabs	https://www.facebook.com/SirionLabs/	n/a	active
good	Sky Analytics	2009	Andover, Massachusetts, United States	x	Analytics	Companies	Legal Service Using Tech	Sky Analytics is a B2B company that focuses on the development of legal spend management software solutions.	http://www.skyanalytics.com/	https://twitter.com/lawspendclarity	https://angel.co/company/sky-analytics	https://www.crunchbase.com/organization/sky-analytics	http://www.linkedin.com/company/sky-analytics	http://www.facebook.com/skyanalytics	Analytics, B2B, Legal, Legal Tech, Software	acquired
O	SmartContract			x												
O	SmartUp Legal	2012	Atlanta	x	Marketplace	n/a	n/a	Using Technology to Make Legal Affordable	https://www.smartuplegal.com/	https://twitter.com/smartup_	https://angel.co/company/smartup-io	https://www.crunchbase.com/organization/smartup-io	https://www.linkedin.com/company/smartup-io	https://www.facebook.com/smartupincubator/	n/a	active
B	Smokeball	2011	Chicago, Illinois, United States	x	Practice Management	Service Providers	Legal Tech	Smokeball is a cloud-based legal practice management software that automatically records time and activity for its clients.	https://www.smokeball.com/	https://twitter.com/SmokeballNews	n/a	https://www.crunchbase.com/organization/smokeball	https://www.linkedin.com/company/smokeball-com	https://www.facebook.com/SmokeballUS	Legal, Legal Tech, Software	inactive
dead	Snapterms	2011	Tempe, Arizona, United States	x	Document Automation	Companies	Legal Tech	Snapterms is a simple, fast and effective solution for terms of service, privacy policies and more for websites.	http://snapterms.com	https://twitter.com/snapterms?lang=en	https://angel.co/snapterms	https://www.crunchbase.com/organization/snapterms	https://www.linkedin.com/company/snapterms/about/	http://www.facebook.com/Snap-Terms/235479493192103	Document Management, Document Preparation, Legal, Legal Tech, Software	inactive
O	Social Evidence			x												
dead	SOLOMON Justice AI	2018	Eugene	x	Practice Management	n/a	n/a	Law Enforcement Software	n/a	n/a	https://angel.co/company/solomon-justice-ai	n/a	https://www.linkedin.com/pub/dir/Justice/Solomon	n/a	n/a	inactive
acquired	SourceHOV LLC	2007	Coppell, TX, USA	x	Document Automation	n/a	n/a	SourceHOV LLC is a United States-based company, which provides business process solutions, strategic consulting and data analytics services to a range of industries including healthcare, financial services, legal, government, publishing, manufacturing, retail and other commercial companies. The Company offers a suite of electronic document distribution, remittance processing, and data file download services that can be incorporated into marketing program mailings, insurance solutions, and other Transaction Processinges. Its integrated print and mail solutions also include database management, creating mailing lists that are functional and effective, and its clients can manage all aspects of their print and fulfillment online through its portal and simplified processes.	http://www.sourcehov.com/	https://twitter.com/sourcehov?lang=en	n/a	https://www.crunchbase.com/organization/source-corp	https://www.linkedin.com/company/sourcehov	https://www.facebook.com/pages/category/Company/SourceHOV-276983685680354/	n/a	acquired
B	Specifio	2017	Marina Del Rey, California, United States	x	Document Automation	n/a	n/a	Specifio is legal technology company that automates patent applications using artificial intelligence and natural language processing.	https://specif.io	https://twitter.com/specifio_?lang=en	https://angel.co/company/specifio/jobs	https://www.crunchbase.com/organization/specifio	https://www.linkedin.com/company/specifioinc/	https://www.facebook.com/Specifio/	Artificial Intelligence, Legal Tech, Machine Learning, Natural Language Processing, Software	active
dead	Speedy Counsel	2014	Baltimore, MD, USA	x	Marketplace	n/a	n/a	SpeedyCounsel is the fastest and most affordable way for start-ups, entrepreneurs and individuals to consult with an attorney.	http://www.speedycounsel.com/	n/a	https://angel.co/company/speedy-counsel	n/a	n/a	n/a	n/a	inactive
good	Stanford Securities Litigation Analytics	2015	Nowhere	x	Legal Research	n/a	n/a	Explore a database of over 2700 federal securities class actions filed since January 1, 2000. Read the specifics of a particular case, or query the entire database across over 40 filters with aggregate statistics and interactive data visualizations as the result.	https://sla.law.stanford.edu/	n/a	n/a	https://www.crunchbase.com/organization/stanford-securities-litigation-analytics	n/a	https://www.facebook.com/pages/Fellow-Co-Founder-Executive-Director-Stanford-Securities-Litigation-Analytics/945167955598696	n/a	active
good	Startup Documents	2014	San Francisco, CA, USA	x	Document Automation	n/a	n/a	Startup Documents is an online incorporation service and document generator for lawyers and high-growth technology startups.	http://www.startupdocuments.com/	https://twitter.com/startupdocument?lang=en	n/a	https://www.crunchbase.com/organization/startup-documents	https://www.linkedin.com/company/startup-documents/	https://www.facebook.com/pages/Startup-Documents/600025933428346	n/a	active
good	Startup Quest	2012	Boulder, CO, USA	x	Legal Education	n/a	n/a	Startup Quest is a gamified (badges, rewards, etc) e-learning platform that provides customers with a sequential video library of entrepreneurial-to-entrepreneurial (e2e) advice as well as a document library of legal and financial templates.	http://www.startupquest.com/	n/a	https://angel.co/company/startup-quest	https://www.crunchbase.com/organization/startup-quest	https://www.linkedin.com/company/startup-quest-florida	https://www.facebook.com/StartupQuest/	n/a	active
dead	StartupFactCheck	2015	Colorado Springs, Colorado, United States	x	Marketplace	n/a	n/a	StartupFactCheck radically increases the ROI of your early-stage angel investment portfolio.	https://startupfactcheck.com/	https://twitter.com/startfactcheck	https://angel.co/company/startupfactcheck/jobs	https://www.crunchbase.com/organization/startupfactcheck	https://www.linkedin.com/company/startupfactcheck/	https://www.facebook.com/startupfactcheck/	Consulting, Finance, Financial Services, Legal, Legal Tech	inactive
dead	Structured Market	2014	Las Vegas, NV, USA	x	Marketplace	n/a	n/a	Structured Market is a one of a kind online marketplace where investors can purchase structured settlement payouts without the hassle of litigation or stringent regulations.	http://structuredmarket.com/	n/a	n/a	https://www.crunchbase.com/organization/structured-market	n/a	n/a	n/a	inactive
O- dead	SupportHound			x												
good	SupportPay	2010	Santa Clara, CA, USA	x	Document Automation	Individuals	Legal Service Using Tech	The first-ever automated child support payment platform.	http://supportpay.com/	https://twitter.com/supportpayapp	https://angel.co/supportpay	http://www.crunchbase.com/organization/supportpay	n/a	https://www.facebook.com/supportpay/	child-support, divorce	active
good	Suralink	2014	Salt Lake City	x	Document Automation	n/a	n/a	Suralink updates and perfects the document request and retrieval process between professional firms and their clients.	https://suralink.com	https://twitter.com/suralink?lang=en	https://angel.co/company/suralink/jobs	https://www.crunchbase.com/organization/suralink	https://www.linkedin.com/company/suralink	https://www.facebook.com/Suralink-101419603542754/	n/a	active
good	SurePoint Technologies	n/a	Cincinnati, Ohio, United States	x	Marketplace	n/a	n/a	For more than 40 years, law firms have relied on SurePoint's Legal Management System (LMS) to unlock higher performance.	https://surepoint.com	n/a	n/a	https://www.crunchbase.com/organization/rippe-kingston	https://www.linkedin.com/company/56733	https://www.facebook.com/SurePointTech/	Legal Tech, Software	inactive
good	Swarm	2014	Palo Alto, CA, USA	x	Document Automation	n/a	n/a	Swarm delivers shared equity with blockchain technology for the sharing economy.	http://www.swarm.fund/	https://twitter.com/houseofSWARM	https://angel.co/company/swarm	https://www.crunchbase.com/organization/swarm-technologies	https://www.linkedin.com/company/swarm-consulting	https://www.facebook.com/swarmalliance/	n/a	active
good	Syntexys	2018	Pleasanton, California, United States	x	Analytics	n/a	n/a	Syntexys uses machine learning and statistical natural language processing to provide business insights.	https://syntexys.com/	https://twitter.com/Syntexys	https://angel.co/company/syntexys	https://www.crunchbase.com/organization/syntexys	https://www.linkedin.com/company/syntexys/	n/a	Enterprise Software, Information Technology, Legal, Legal Tech	active
